postcode,easting,northing,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority,longitude,latitude
HA4 8EE,510370,187892,Unsurveyed/Urban,40.0,Yeading Brook,670.0,Hillingdon,-0.40858346744700075,51.57909384823319
PL25 9HE,203781,52688,Gleysols,40.0,Unknown,300.0,Cornwall,-4.758965521583772,50.341347100873904
RH17 5WU,533131,124714,Unsurveyed/Urban,50.0,Scrase Stream,310.0,Mid Sussex,-0.10382259976467938,51.00641476087378
BN12 6RT,511016,103522,Unsurveyed/Urban,10.0,Ferring Rife,1160.0,Worthing,-0.42533472452828136,50.8206096462644
BA2 1RX,371966,164835,Unsurveyed/Urban,50.0,River Avon,1650.0,Bath and North East Somerset,-2.4042106577271762,51.38186484658037
PO15 5EA,453750,107210,Arenosols,30.0,River Meon,450.0,Fareham,-1.23765127910822,50.86190834020845
PL6 8QF,251130,57789,Unsurveyed/Urban,10.0,River Tamar,430.0,Cornwall,-4.096102045083884,50.40107310546616
SP11 6JH,437750,149093,Luvisols,100.0,River Anton,3220.0,Test Valley,-1.4606231822334075,51.23977321204517
SO2 6LP,446922,111863,Unsurveyed/Urban,50.0,Unknown,2620.0,Southampton,-1.3340649825222828,50.904340336297466
BH15 3AY,401273,92481,Unsurveyed/Urban,10.0,Unknown,760.0,"Bournemouth, Christchurch and Poole",-1.9833278715718703,50.73194383718664
BR5 2JZ,546711,168728,Unsurveyed/Urban,50.0,River Cray,550.0,Bromley,0.10758156375801886,51.39861973056712
BR8 7YE,551292,169309,Unsurveyed/Urban,70.0,River Cray,2620.0,Sevenoaks,0.17363082820665782,51.40263795125388
DA3 7DP,560884,168506,Unsurveyed/Urban,70.0,River Darent,4720.0,Sevenoaks,0.31104769904769863,51.39278635023243
EX2 8GJ,291677,91211,Cambisols,10.0,River Exe,720.0,Exeter,-3.535556694579703,50.7104080862344
EX10 8JR,313168,87873,Unsurveyed/Urban,40.0,River Sid,400.0,East Devon,-3.2304754585169038,50.684009310224276
BA15 1ZP,375350,164483,Leptosols,20.0,River Avon,1780.0,Bath and North East Somerset,-2.3555622854335705,51.37885758779715
BN41 1EE,526216,104960,Unsurveyed/Urban,10.0,River Adur,2710.0,Brighton and Hove,-0.20915984813571817,50.830424179462035
BR3 4ET,536928,169373,Unsurveyed/Urban,30.0,The Beck,750.0,Bromley,-0.032708121687240646,51.40685951750816
SW15 9GH,523857,175007,Unsurveyed/Urban,10.0,Beverley Brook,1600.0,Wandsworth,-0.21856514584797088,51.460496116047324
GU11 2HW,487500,153500,Unsurveyed/Urban,80.0,Unknown,900.0,Rushmoor,-0.7470200662828445,51.27393997192003
DA14 5DW,547042,170483,Unsurveyed/Urban,40.0,River Cray,560.0,Bexley,0.11306312056804109,51.41430364319046
TR3 6EB,179161,43078,Stagnosols,80.0,River Allen,730.0,Cornwall,-5.098843786734648,50.246329476667015
SE28 8PB,547843,180945,Unsurveyed/Urban,0.0,Unknown,300.0,Bexley,0.1289435601862345,51.508099991767914
ME8 8LX,581848,165910,Unsurveyed/Urban,40.0,Unknown,4080.0,Medway,0.6107255330415893,51.36314278190077
BN7 1UH,541424,109930,Unsurveyed/Urban,20.0,River Ouse,710.0,Lewes,0.00857059888240921,50.87157692082917
TW1 3TN,516240,173174,Unsurveyed/Urban,10.0,River Thames,1790.0,Richmond upon Thames,-0.32875590767146395,51.4456355344048
DA7 4XW,548487,176085,Unsurveyed/Urban,50.0,Unknown,3070.0,Bexley,0.1361742142800972,51.46426308900444
OX9 2EZ,469032,205229,Stagnosols,70.0,Cuttle Brook,1050.0,South Oxfordshire,-1.0016107660371312,51.74152185908811
EX23 9NH,225466,105902,Cambisols,140.0,Small Brook,710.0,Cornwall,-4.479526172900436,50.82627928512014
UB10 9LA,506884,184381,Unsurveyed/Urban,40.0,River Pinn,370.0,Hillingdon,-0.459938487424178,51.54820768827928
RH4 1TH,517084,150357,Unsurveyed/Urban,50.0,River Mole,90.0,Mole Valley,-0.32411350569507247,51.24038631749625
BH23 7BB,415626,97110,Luvisols,10.0,River Avon,1000.0,New Forest,-1.7797620168634043,50.77336441540734
CR0 4XB,530226,166531,Unsurveyed/Urban,40.0,River Wandle,1410.0,Croydon,-0.13005125645083923,51.38289608082596
SO23 5DD,449331,130038,Unsurveyed/Urban,50.0,River Itchen,740.0,Winchester,-1.2973458624263352,51.06756203725127
CT1 3PF,615566,156925,Unsurveyed/Urban,20.0,Unknown,1080.0,Swale,1.0889345875468945,51.27068606196275
KT10 9ER,514181,163531,Unsurveyed/Urban,30.0,The Rythe,600.0,Elmbridge,-0.36147098754692264,51.3593833863284
SW19 3FG,524321,170180,Unsurveyed/Urban,20.0,River Wandle,3040.0,Merton,-0.21358305896422447,51.41701337658346
BH14 4DA,403680,91738,Unsurveyed/Urban,30.0,Unknown,2310.0,"Bournemouth, Christchurch and Poole",-1.9492296029626348,50.72525250940033
BR3 5BU,537708,170382,Unsurveyed/Urban,30.0,Ravensbourne River,380.0,Bromley,-0.02110935704929113,51.415737939005126
SW4 9ZR,529353,175449,Unsurveyed/Urban,20.0,River Thames,3280.0,Wandsworth,-0.13933679051969228,51.463240203470086
UB3 9JW,510140,179496,Unsurveyed/Urban,30.0,River Pinn,570.0,Hillingdon,-0.4145260130341975,51.50367597036989
SO1 1JA,442671,111962,Unsurveyed/Urban,10.0,River Itchen,1260.0,Southampton,-1.3945057211806584,50.905559552887894
BS20 8DP,345118,176526,Unsurveyed/Urban,40.0,Unknown,2470.0,North Somerset,-2.791776986390518,51.485008825818255
UB4 0QJ,510247,181691,Unsurveyed/Urban,40.0,Yeading Brook,2290.0,Hillingdon,-0.4122992845664886,51.52338376735271
KT8 2HP,512589,167587,Unsurveyed/Urban,20.0,Unknown,470.0,Elmbridge,-0.383042141535817,51.3961564279128
GU2 5AG,498651,150664,Luvisols,40.0,Hoe Stream,1380.0,Guildford,-0.5879942552235985,51.246627715214146
RH5 5DE,519600,141700,Stagnosols,80.0,Beam Brook,1010.0,Mole Valley,-0.29096987864373547,51.16205654388777
SW17 9UX,527625,171548,Unsurveyed/Urban,20.0,River Wandle,1910.0,Wandsworth,-0.1656032664339449,51.42857410079052
SP5 5AX,389059,118525,Luvisols,240.0,Fontmell Brook,1820.0,Dorset,-2.157177540172787,50.96603879243541
TN21 8HE,558307,121307,Luvisols,140.0,Unknown,1110.0,Wealden,0.2532611890086031,50.96943073076511
RG4 5AT,472266,174707,Unsurveyed/Urban,40.0,River Thames,630.0,Reading,-0.9610609733202528,51.46672766593899
RG24 9DJ,464254,153978,Unsurveyed/Urban,100.0,River Loddon,1730.0,Basingstoke and Deane,-1.0801250689302657,51.281328559606244
TN27 9LX,584549,144671,Planosols,20.0,River Sherway,640.0,Maidstone,0.6385258372539506,51.17149850687678
SO21 2NF,442481,131881,Leptosols,110.0,Unknown,6260.0,Winchester,-1.3948838654635207,51.084680085936306
TW13 6NW,512528,171759,Unsurveyed/Urban,20.0,Longford River,2810.0,Hounslow,-0.38259575368865634,51.4336665059508
BH12 9HY,406189,93423,Podsols,50.0,Unknown,340.0,"Bournemouth, Christchurch and Poole",-1.9136562055103599,50.7403842957393
SW1P 2UP,529548,177433,Unsurveyed/Urban,0.0,River Thames,1430.0,Wandsworth,-0.13580465224948773,51.4810253492926
TQ7 1RL,273739,44341,Cambisols,80.0,Ayleston Brook,550.0,South Hams,-3.7736384573468507,50.285486731700885
SW19 5NA,523675,171259,Unsurveyed/Urban,50.0,Unknown,1760.0,Merton,-0.22249190188538692,51.4268517822231
TW20 0LU,500337,171200,Arenosols,30.0,Unknown,1250.0,Runnymede,-0.5580667491225467,51.430929480943426
TW1 9HX,515984,173661,Unsurveyed/Urban,10.0,River Thames,1450.0,Richmond upon Thames,-0.3322784771812603,51.4500649920979
TN9 9QT,559913,145919,Unsurveyed/Urban,30.0,Botany Stream,580.0,Tonbridge and Malling,0.28699567360558104,51.19012577962315
SW16 1JH,530013,172283,Unsurveyed/Urban,50.0,River Wandle,3950.0,Lambeth,-0.1310036438783224,51.434637065425825
GU5 0DR,500913,145718,Luvisols,40.0,River Wey,380.0,Guildford,-0.5569880101470989,51.20177269080594
EX14 0UX,313892,106574,Luvisols,260.0,Unknown,1460.0,East Devon,-3.2246127547953396,50.852249259677755
SW11 3RX,526746,176088,Unsurveyed/Urban,10.0,River Thames,520.0,Wandsworth,-0.1766153789398612,51.46957212581514
PO2 7NZ,465000,101400,Unsurveyed/Urban,10.0,Unknown,2410.0,Portsmouth,-1.0788520216194204,50.80851566825497
EX4 3PT,292161,92877,Unsurveyed/Urban,50.0,River Exe,1160.0,Exeter,-3.529191821077051,50.725474622827875
BR5 2LX,546278,168672,Unsurveyed/Urban,70.0,River Cray,550.0,Bromley,0.10133862878100519,51.39822825672316
KT10 8AY,513575,165993,Unsurveyed/Urban,10.0,River Mole,430.0,Elmbridge,-0.3693849375708373,51.381633247734555
KT9 2PF,517700,162900,Cambisols,50.0,The Rythe,1190.0,Elmbridge,-0.311161388968525,51.352994644918084
TW2 7LH,514224,173585,Unsurveyed/Urban,20.0,River Crane,340.0,Richmond upon Thames,-0.35761967524598004,51.44973931193455
BH2 5LP,408470,91198,Unsurveyed/Urban,10.0,The Bourne,1140.0,"Bournemouth, Christchurch and Poole",-1.8813807503021491,50.72034734076869
TR3 6EW,181338,41861,Cambisols,30.0,River Allen,570.0,Cornwall,-5.067653577226222,50.23620996310631
PO2 8HJ,464800,102300,Unsurveyed/Urban,10.0,Unknown,1840.0,Portsmouth,-1.081531492303214,50.816630270309034
SE1 2HF,533091,180233,Unsurveyed/Urban,10.0,Upper Pool,630.0,Southwark,-0.08375818070011098,51.505365614765935
SW9 7DW,531800,175700,Unsurveyed/Urban,20.0,River Thames,4190.0,Lambeth,-0.10403892982353004,51.464931837041306
TW6 3HZ,507500,175700,Unsurveyed/Urban,20.0,River Colne,3170.0,Spelthorne,-0.45370187722460253,51.470064519808076
DA13 9JZ,563460,170308,Cambisols,60.0,River Thames,4640.0,Gravesham,0.3488696634480698,51.40824000225737
BN1 2XQ,531040,104624,Unsurveyed/Urban,30.0,River Adur,7560.0,Brighton and Hove,-0.14081904804802858,50.8263333636325
PO30 5QH,447402,89224,Planosols,30.0,Unknown,1360.0,Isle of Wight,-1.330154891987148,50.700733020044076
RH1 5AF,527844,147885,Planosols,60.0,Redhill Brook,380.0,Reigate and Banstead,-0.17093444688999562,51.21586228510565
BS18 4XH,358358,159327,Luvisols,70.0,Lyde Brook,600.0,Bath and North East Somerset,-2.5990886125720274,51.33150336612617
HA4 9UX,511100,187500,Unsurveyed/Urban,50.0,Yeading Brook,670.0,Hillingdon,-0.39817670697868474,51.575427357449065
SO18 4EG,444531,113298,Unsurveyed/Urban,20.0,River Itchen,1130.0,Southampton,-1.3678919104478984,50.917432519137286
TA6 4HW,331339,136689,Unsurveyed/Urban,10.0,Bridgwater and Taunton Canal,2580.0,Sedgemoor,-2.982507309067922,51.12534918428312
RH10 0FS,526911,136846,Unsurveyed/Urban,70.0,Gatwick Stream,3070.0,Crawley,-0.1881777143932201,51.116857542197295
GU12 4FX,486560,150681,Unsurveyed/Urban,90.0,Blackwater River,1660.0,Rushmoor,-0.7611734603447202,51.248741314050655
TQ9 6WA,278943,61438,Cambisols,50.0,Bidwell Brook,770.0,South Hams,-3.706129639884279,50.44026737653496
RG4 7BD,470425,175493,Unsurveyed/Urban,40.0,River Thames,730.0,Reading,-0.9874028415527139,51.47402561962475
PO1 3HH,463701,100612,Unsurveyed/Urban,0.0,Unknown,1340.0,Portsmouth,-1.0974221719085335,50.801574474962244
BH23 2JX,414902,93972,Unsurveyed/Urban,10.0,River Stour,790.0,"Bournemouth, Christchurch and Poole",-1.7901556370541014,50.74516470551137
SW19 5AG,524151,172310,Unsurveyed/Urban,30.0,River Wandle,1510.0,Merton,-0.21528080388033932,51.43619335887557
RG27 9GE,472785,153914,Planosols,80.0,River Whitewater,1280.0,Hart,-0.9578429189577538,51.27972875799507
SE22 8WS,533992,174568,Unsurveyed/Urban,30.0,Pool River,4090.0,Southwark,-0.07293113903571614,51.454244953298044
TQ9 6SL,284818,57406,Cambisols,50.0,River Dart,450.0,South Hams,-3.6221926024821207,50.40520519834783
BS17 6DR,373157,181793,Unsurveyed/Urban,110.0,River Frome,1620.0,South Gloucestershire,-2.388390330409862,51.53439749651486
GU31 4SR,475081,124089,Luvisols,80.0,Tilmore Brook,790.0,East Hampshire,-0.931140586765017,51.01129146664127
EX7 9WA,295966,76636,Cambisols,10.0,Brimley Brook,210.0,Teignbridge,-3.470735488655288,50.58016584129731
RG24 7JA,466500,152000,Unsurveyed/Urban,100.0,River Loddon,1010.0,Basingstoke and Deane,-1.048294472693972,51.26328788593901
SO5 8PR,437200,121500,Unsurveyed/Urban,30.0,Tadburn Lake,120.0,Test Valley,-1.4713388596975214,50.991702013598626
KT21 9BE,518560,158066,Unsurveyed/Urban,70.0,The Rye,2410.0,Mole Valley,-0.30042440143517846,51.30936919281612
TW16 6PF,510102,168971,Unsurveyed/Urban,20.0,River Ash,3010.0,Spelthorne,-0.41834626545273196,51.409083663460954
RG42 6BW,486932,171398,Planosols,60.0,The Cut,290.0,Bracknell Forest,-0.7507928440785783,51.43492189068427
DT2 8US,372639,86448,Leptosols,60.0,Unknown,520.0,Dorset,-2.3885973375635836,50.67704343104229
ME13 0ET,599782,155845,Leptosols,80.0,Great Stour,5680.0,Swale,0.8623696210004236,51.26673487617723
TN15 8BB,560724,157282,Luvisols,90.0,Unknown,260.0,Tonbridge and Malling,0.303687052140592,51.29199055386871
BH14 9BX,405106,92096,Unsurveyed/Urban,50.0,Unknown,1880.0,"Bournemouth, Christchurch and Poole",-1.9290222525980583,50.72846137902405
RH4 1LJ,517015,150073,Unsurveyed/Urban,50.0,Pipp Brook,1970.0,Mole Valley,-0.3251942027125538,51.237847861912115
PL34 0DU,205836,87866,Histosols,100.0,Unknown,720.0,Cornwall,-4.748412686095619,50.658022691226606
SN16 0JW,389811,184889,Leptosols,90.0,Gauze Brook,480.0,Wiltshire,-2.1483813028951135,51.56278439227814
BH20 7JH,385399,96645,Luvisols,60.0,Unknown,3410.0,Dorset,-2.208416733907734,50.76920359817989
BN21 4DE,559875,99669,Unsurveyed/Urban,20.0,Unknown,1090.0,Eastbourne,0.26612327119750806,50.774572647156305
KT18 5BA,520934,160353,Unsurveyed/Urban,50.0,Unknown,1710.0,Epsom and Ewell,-0.26560649508359296,51.329424855762284
BN50 9XQ,531040,104624,Unsurveyed/Urban,30.0,West Arm,3950.0,Brighton and Hove,-0.14081904804802858,50.8263333636325
BH22 8SG,408515,98030,Unsurveyed/Urban,20.0,River Stour,950.0,Dorset,-1.88058743991717,50.78178415728861
PO36 0ET,459152,86140,Luvisols,20.0,River Yar,810.0,Isle of Wight,-1.1642852368378416,50.671928179818664
