postcode,easting,northing,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority,longitude,latitude,postcodeSector,postcodeDistrict
GU11 2PL,486800,150800,Unsurveyed/Urban,90,Blackwater River,1630.0,Rushmoor,-0.7577068442409632,51.249774664006125,GU11 2,GU11
TA6 4NZ,331184,138491,Leptosols,10,River Parrett,860.0,Sedgemoor,-2.9850665867772044,51.14153179285414,TA6 4,TA6
RG12 1JW,486500,169100,Unsurveyed/Urban,70,Bull Brook,710.0,Bracknell Forest,-0.7575662512358571,51.41433013834812,RG12 1,RG12
CT6 9BX,617366,167189,Unsurveyed/Urban,10,Plenty Brook,520.0,Canterbury,1.120950510343738,51.362157474211976,CT6 9,CT6
PO15 6AW,456646,106868,Unsurveyed/Urban,20,Heavy Reach,3210.0,Fareham,-1.1965598703291362,50.85855731898258,PO15 6,PO15
ME5 7LS,577293,166575,Unsurveyed/Urban,20,Tower Reach,3440.0,Medway,0.5456978911161583,51.37055521477569,ME5 7,ME5
GU34 2ET,471961,140075,Unsurveyed/Urban,120,River Wey,790.0,East Hampshire,-0.9724278250002713,51.15541445419796,GU34 2,GU34
KT12 5BU,509629,164001,Unsurveyed/Urban,30,River Mole,2010.0,Elmbridge,-0.42667701548790593,51.364503639806514,KT12 5,KT12
SO15 3JU,439915,113337,Unsurveyed/Urban,20,Tanner's Brook,930.0,Southampton,-1.4335493717203291,50.91812005419164,SO15 3,SO15
OX9 5AT,468392,197833,Luvisols,100,Unknown,540.0,South Oxfordshire,-1.0123271527769533,51.67511161520454,OX9 5,OX9
KT15 3WX,505258,164668,Unsurveyed/Urban,20,The Bourne,1220.0,Runnymede,-0.489240853297672,51.37132496558544,KT15 3,KT15
TA20 2RP,332900,105200,Planosols,90,River Axe,420.0,South Somerset,-2.9543801994791803,50.842416749109425,TA20 2,TA20
SO3 6FJ,449200,106500,Unsurveyed/Urban,10,Unknown,1250.0,Fareham,-1.3023908210524076,50.85592836094778,SO3 6,SO3
RG45 7FL,484676,163928,Podsols,110,Unknown,830.0,Bracknell Forest,-0.7850199403872717,51.368110876051425,RG45 7,RG45
TN4 0JR,557386,142076,Unsurveyed/Urban,100,Unknown,440.0,Tunbridge Wells,0.24918298844618222,51.15629721463817,TN4 0,TN4
SN10 9BX,400655,161386,Unsurveyed/Urban,130,Kennet and Avon Canal,5910.0,Wiltshire,-1.991981763486337,51.351550354523795,SN10 9,SN10
BS5 9EY,361681,173654,Unsurveyed/Urban,30,River Frome,1910.0,"Bristol, City of",-2.5529465354561927,51.460554690167974,BS5 9,BS5
SO15 3AD,440705,112485,Unsurveyed/Urban,10,Tanner's Brook,620.0,Southampton,-1.4224063934035707,50.910403913061934,SO15 3,SO15
SN14 7PZ,386718,176603,Cambisols,120,By Brook,2360.0,Wiltshire,-2.192685498273701,51.488216879608935,SN14 7,SN14
DA14 5ZN,547200,170800,Unsurveyed/Urban,30,River Cray,580.0,Bexley,0.1154649949394396,51.41711107164245,DA14 5,DA14
ME5 7NW,577423,166200,Unsurveyed/Urban,30,Tower Reach,3780.0,Medway,0.5473765411998432,51.36714610596904,ME5 7,ME5
SO5 4JH,445837,120255,Unsurveyed/Urban,20,The Itchen Navigation,380.0,Eastleigh,-1.3484409363281455,50.979886016805075,SO5 4,SO5
TA4 3LX,317386,127600,Luvisols,50,Unknown,280.0,Somerset West and Taunton,-3.1797654898513685,51.04179208875276,TA4 3,TA4
RG1 5ZN,471321,174026,Unsurveyed/Urban,40,River Thames,540.0,Reading,-0.9747998627189968,51.46072511981309,RG1 5,RG1
CT10 3BN,638351,170192,Luvisols,40,River Stour,8560.0,Thanet,1.423847886350621,51.38070168581424,CT10 3,CT10
BS14 8ND,362843,168690,Unsurveyed/Urban,80,River Avon,1240.0,"Bristol, City of",-2.535699146932837,51.41600026200834,BS14 8,BS14
BH23 5LJ,421696,93849,Unsurveyed/Urban,30,Walkford Brook,1150.0,"Bournemouth, Christchurch and Poole",-1.6938708254193573,50.7438458280067,BH23 5,BH23
ME1 1ER,574465,168316,Unsurveyed/Urban,10,Tower Reach,510.0,Medway,0.505965667059634,51.38706989027695,ME1 1,ME1
BN1 3YD,530909,104430,Unsurveyed/Urban,30,River Adur,7430.0,Brighton and Hove,-0.1427471782829046,50.82461934362813,BN1 3,BN1
SN12 6BS,390556,162993,Unsurveyed/Urban,40,Clackers Brook,1180.0,Wiltshire,-2.1370418620479708,51.36591979274778,SN12 6,SN12
SE11 5TN,531083,177594,Unsurveyed/Urban,10,River Thames,2460.0,Lambeth,-0.11365261591618761,51.482118879836534,SE11 5,SE11
SW15 5RL,521469,175173,Unsurveyed/Urban,10,Beverley Brook,790.0,Wandsworth,-0.2528642486844998,51.4625049986394,SW15 5,SW15
SP4 0EG,423179,143517,Cambisols,100,River Bourne,3880.0,Wiltshire,-1.6697031572991643,51.1904104056955,SP4 0,SP4
BS99 5RA,360204,173429,Unsurveyed/Urban,20,River Frome,820.0,"Bristol, City of",-2.574179627301349,51.45842947678411,BS99 5,BS99
TN1 2GE,558752,140184,Unsurveyed/Urban,100,Unknown,1900.0,Tunbridge Wells,0.2678663741594658,51.13892064299421,TN1 2,TN1
RG1 8DJ,471422,174136,Unsurveyed/Urban,40,River Thames,400.0,Reading,-0.9733241392464205,51.46170131347951,RG1 8,RG1
SO22 4AW,447333,128277,Unsurveyed/Urban,50,Lady Lake,740.0,Winchester,-1.326088145534638,51.05189581375553,SO22 4,SO22
DT6 4QZ,348792,89470,Cambisols,10,River Bride,400.0,Dorset,-2.7264959021882595,50.702602798789435,DT6 4,DT6
DA7 4LE,548942,175990,Unsurveyed/Urban,50,River Cray,2770.0,Bexley,0.14267932687943768,51.46329004027553,DA7 4,DA7
SW2 4LF,530000,173500,Unsurveyed/Urban,40,River Thames,4680.0,Lambeth,-0.13074407349078446,51.445576942810206,SW2 4,SW2
TR15 3SF,167392,41459,Cambisols,110,Red River,1930.0,Cornwall,-5.262645776565927,50.22727682516963,TR15 3,TR15
SO32 1JF,453643,120437,Luvisols,80,River Hamble,2130.0,Winchester,-1.237229974635258,50.98084966347411,SO32 1,SO32
SE11 4EA,531407,178270,Unsurveyed/Urban,10,River Thames,2560.0,Lambeth,-0.10873804641713646,51.48811869998959,SE11 4,SE11
SW18 4JZ,525433,174730,Unsurveyed/Urban,10,River Wandle,2170.0,Wandsworth,-0.1959900091069935,51.45765999484406,SW18 4,SW18
SO3 7ET,451161,108471,Unsurveyed/Urban,50,Unknown,1160.0,Fareham,-1.2742584505100878,50.87348127761033,SO3 7,SO3
TN6 1QW,550912,130507,Unsurveyed/Urban,230,Unknown,2040.0,Wealden,0.15184501354243524,51.05408416233572,TN6 1,TN6
SW15 4EH,521932,173988,Unsurveyed/Urban,30,Beverley Brook,1210.0,Wandsworth,-0.24661093080217172,51.451755574914756,SW15 4,SW15
BA12 6AU,382091,132894,Cambisols,120,Shreen Water,2240.0,Wiltshire,-2.2571182859786756,51.095070374176146,BA12 6,BA12
TR7 2YX,181301,61708,Leptosols,40,Unknown,760.0,Cornwall,-5.0796801194912415,50.41442884166678,TR7 2,TR7
BS12 3DU,359902,187093,Luvisols,10,Olveston Mill Rhine,690.0,South Gloucestershire,-2.580085490747588,51.58126074918289,BS12 3,BS12
RG1 3AU,472022,173341,Unsurveyed/Urban,40,Kennet and Avon Canal,350.0,Reading,-0.9648507429272173,51.454478307232705,RG1 3,RG1
PO2 7AH,464757,101856,Unsurveyed/Urban,10,Unknown,1960.0,Portsmouth,-1.082220018919613,50.81264290366863,PO2 7,PO2
CT20 3HT,619663,135060,Unsurveyed/Urban,10,Royal Military Canal,850.0,Folkestone and Hythe,1.1342264473593195,51.07280906792978,CT20 3,CT20
BS21 7AP,342359,173420,Leptosols,30,Walton Brook,2160.0,North Somerset,-2.8309987613153913,51.45680910023897,BS21 7,BS21
GU32 3XT,474606,123261,Luvisols,60,River Meon,480.0,East Hampshire,-0.938080141951276,51.003908902929446,GU32 3,GU32
TQ7 3ZW,273513,44195,Cambisols,10,Unknown,670.0,South Hams,-3.776760250732138,50.28412589422618,TQ7 3,TQ7
SO4 3HY,435676,113667,Unsurveyed/Urban,10,Unknown,1180.0,New Forest,-1.4938176654320552,50.921364237423525,SO4 3,SO4
SW1P 1GR,529548,177433,Unsurveyed/Urban,0,River Thames,1430.0,Wandsworth,-0.13580465224948773,51.4810253492926,SW1P 1,SW1P
EX32 9ET,256819,131607,Unsurveyed/Urban,30,Coney Gut,1460.0,North Devon,-4.044802643130314,51.065889713602125,EX32 9,EX32
GU15 4ZW,488238,161708,Unsurveyed/Urban,120,Windle Brook,540.0,Surrey Heath,-0.7344150777776312,51.347612657371485,GU15 4,GU15
PL15 9SD,236135,90389,Cambisols,100,River Carey,640.0,Torridge,-4.321267774715709,50.69001186420263,PL15 9,PL15
ME7 2DH,578831,167855,Unsurveyed/Urban,40,River Medway,2520.0,Medway,0.5684135732807889,51.381571096501695,ME7 2,ME7
BS3 2NP,357556,170687,Unsurveyed/Urban,20,The Malago,940.0,"Bristol, City of",-2.6119605605231286,51.433583165041924,BS3 2,BS3
TW7 5AY,516362,176827,Unsurveyed/Urban,10,Unknown,1270.0,Hounslow,-0.32580018098026187,51.47844251439928,TW7 5,TW7
RG12 2HX,487390,169558,Unsurveyed/Urban,80,Bull Brook,1030.0,Bracknell Forest,-0.7446590560638073,51.41831099610053,RG12 2,RG12
CT17 0AF,631104,141688,Unsurveyed/Urban,30,River Dour,460.0,Dover,1.301499040263918,51.12782067866236,CT17 0,CT17
KT7 0ZS,518842,168682,Unsurveyed/Urban,10,Hogsmill River,260.0,Kingston upon Thames,-0.29283727336826804,51.4047238379748,KT7 0,KT7
EX39 5HF,245733,124040,Histosols,10,River Yeo,340.0,Torridge,-4.199674511022851,50.99502206626702,EX39 5,EX39
BS10 6AF,357665,178028,Unsurveyed/Urban,60,River Trym,710.0,"Bristol, City of",-2.611274326842999,51.49959429621613,BS10 6,BS10
SE19 9DQ,533373,170622,Unsurveyed/Urban,110,Pool River,3060.0,Croydon,-0.08331959317873636,51.41893015725685,SE19 9,SE19
SO51 7JD,436870,121867,Unsurveyed/Urban,30,Tadburn Lake,380.0,Test Valley,-1.4760034353716316,50.99502320032846,SO51 7,SO51
SL4 4AL,494118,175548,Unsurveyed/Urban,60,Unknown,1910.0,Windsor and Maidenhead,-0.6463425730657771,51.471079638452025,SL4 4,SL4
UB3 2PG,508431,181064,Unsurveyed/Urban,40,Grand Union Canal,1780.0,Hillingdon,-0.4386571993729922,51.51809943334567,UB3 2,UB3
SM1 9PL,525906,163865,Unsurveyed/Urban,60,Pyl Brook,4120.0,Sutton,-0.19303909886584014,51.35991003516695,SM1 9,SM1
RG42 3SW,489133,169747,Podsols,90,Bull Brook,730.0,Bracknell Forest,-0.7195526610930486,51.41973895830527,RG42 3,RG42
BN3 4FE,527835,104787,Unsurveyed/Urban,10,River Adur,4350.0,Brighton and Hove,-0.18624328243320457,50.828514315383366,BN3 4,BN3
BA21 5TR,357427,119905,Cambisols,20,River Ivel,300.0,South Somerset,-2.6077741387599542,50.976971827120636,BA21 5,BA21
SN14 0RQ,388987,173766,Leptosols,90,Ladyfield Brook,1480.0,Wiltshire,-2.1599171314101073,51.4627572979306,SN14 0,SN14
BN2 7HS,537042,102164,Unsurveyed/Urban,10,River Ouse,6610.0,Brighton and Hove,-0.05656980346114129,50.80283615306982,BN2 7,BN2
SL5 5FF,493768,167833,Podsols,70,Unknown,830.0,Windsor and Maidenhead,-0.6534207078381933,51.40178698060417,SL5 5,SL5
TN6 3SS,550244,128455,Luvisols,130,Unknown,570.0,Wealden,0.14147048082043887,51.03582014077761,TN6 3,TN6
RG40 9AS,481116,168612,Unsurveyed/Urban,70,Emm Brook,750.0,Wokingham,-0.8350789877887469,51.41073792802076,RG40 9,RG40
SE27 9ZE,532322,171942,Unsurveyed/Urban,60,Pool River,4530.0,Lambeth,-0.09793280467670971,51.43103857099606,SE27 9,SE27
SW15 2LD,524122,175274,Unsurveyed/Urban,10,River Thames,720.0,Wandsworth,-0.21465902403115356,51.46283769553721,SW15 2,SW15
SO41 9TG,432579,94965,Unsurveyed/Urban,10,Lymington River,480.0,New Forest,-1.5395333386762555,50.75337474377577,SO41 9,SO41
TN21 8GD,558468,120954,Luvisols,140,River Dudwell,860.0,Wealden,0.25539861721742274,50.96621468126754,TN21 8,TN21
BH23 1NR,414715,92871,Unsurveyed/Urban,0,River Stour,290.0,"Bournemouth, Christchurch and Poole",-1.7928496487783419,50.73526860690791,BH23 1,BH23
TW3 1BE,513956,176009,Unsurveyed/Urban,20,River Crane,2370.0,Hounslow,-0.3606943071974701,51.47157978432983,TW3 1,TW3
BR7 6LA,544230,171953,Unsurveyed/Urban,70,Unknown,540.0,Bromley,0.07325320949389767,51.42823429376878,BR7 6,BR7
TW18 3BL,502273,171587,Unsurveyed/Urban,20,River Thames,840.0,Runnymede,-0.5301159841700535,51.43406234516772,TW18 3,TW18
EX16 5NN,293192,112362,Cambisols,190,River Exe,380.0,Mid Devon,-3.5202679869376285,50.90082311282647,EX16 5,EX16
PO33 2PY,459104,92378,Planosols,40,Monktonmead Brook,780.0,Isle of Wight,-1.1639680248958755,50.72802355341096,PO33 2,PO33
DA16 2EQ,545941,175827,Unsurveyed/Urban,50,River Shuttle,1370.0,Bexley,0.09944318170723411,51.46260650469097,DA16 2,DA16
ME12 4NY,601946,171598,Stagnosols,20,Capel Fleet,3350.0,Swale,0.9022727141186017,51.40743808222982,ME12 4,ME12
BN13 1PS,513300,104600,Unsurveyed/Urban,20,Ferring Rife,2100.0,Worthing,-0.39259077772562656,50.829857822274676,BN13 1,BN13
PL1 4QX,245836,55264,Unsurveyed/Urban,40,River Tamar,1690.0,Plymouth,-4.1695017852388405,50.377015893672,PL1 4,PL1
CR2 1BG,531406,166024,Unsurveyed/Urban,40,River Wandle,2100.0,Croydon,-0.11329195348485777,51.37806809152751,CR2 1,CR2
TW12 1DA,514454,171462,Unsurveyed/Urban,10,Longford River,670.0,Richmond upon Thames,-0.3549969335231982,51.430611721784274,TW12 1,TW12
TW18 4GA,503825,171810,Unsurveyed/Urban,20,River Ash,320.0,Spelthorne,-0.5077320595863908,51.435784822944605,TW18 4,TW18
DT3 5PS,367593,85162,Leptosols,70,River Wey,1240.0,Dorset,-2.459896870126714,50.66521901665475,DT3 5,DT3
SN4 8FT,407865,181792,Stagnosols,120,Unknown,180.0,Wiltshire,-1.8880026658148097,51.5349790011393,SN4 8,SN4
BA4 6AG,369519,139509,Luvisols,110,Unknown,200.0,Mendip,-2.437203239372371,51.15401800741464,BA4 6,BA4
UB4 0RR,509893,181478,Unsurveyed/Urban,40,Yeading Brook,1300.0,Hillingdon,-0.41746608791764095,51.521538242331836,UB4 0,UB4
RG14 2HH,448267,168073,Unsurveyed/Urban,80,River Lambourn,380.0,West Berkshire,-1.3074153638474226,51.409633145613924,RG14 2,RG14
SP10 9HD,436302,145363,Unsurveyed/Urban,60,River Anton,80.0,Test Valley,-1.4817410987070259,51.20632852188185,SP10 9,SP10
UB7 8QG,506291,180941,Unsurveyed/Urban,30,River Pinn,3130.0,Hillingdon,-0.4695245451739637,51.51740016930075,UB7 8,UB7
RG42 9GU,485549,169225,Unsurveyed/Urban,60,The Cut,280.0,Bracknell Forest,-0.7712075975535778,51.41559793073964,RG42 9,RG42
CT2 7AF,614697,159472,Unsurveyed/Urban,30,Great Stour,1020.0,Canterbury,1.0780255066018198,51.29388290339273,CT2 7,CT2
ME2 2NA,573000,168400,Unsurveyed/Urban,20,River Medway,770.0,Medway,0.4849734131415064,51.38827258156374,ME2 2,ME2
ME3 7SD,574065,175179,Cambisols,10,Unknown,1760.0,Medway,0.5035902833181171,51.44884302163403,ME3 7,ME3
TA4 2BH,305139,124183,Cambisols,160,River Tone,680.0,Somerset West and Taunton,-3.353510165955573,51.00918032333247,TA4 2,TA4
SE9 1TD,542801,174440,Unsurveyed/Urban,60,Unknown,1270.0,Greenwich,0.05371461994349418,51.450943502449675,SE9 1,SE9
TA12 6HS,346414,120448,Luvisols,20,Mill Brook,1330.0,South Somerset,-2.7647076251467118,50.980932437200906,TA12 6,TA12
SW17 0YG,527625,171548,Unsurveyed/Urban,20,River Wandle,1910.0,Wandsworth,-0.1656032664339449,51.42857410079052,SW17 0,SW17
SO53 3TZ,443453,118805,Unsurveyed/Urban,30,Monks Brook,180.0,Eastleigh,-1.3825709043578156,50.96703235644713,SO53 3,SO53
GU51 5JL,479548,154750,Unsurveyed/Urban,70,Basingstoke Canal,870.0,Hart,-0.8607134143733953,51.28634156944919,GU51 5,GU51
DA11 9LQ,563587,174013,Unsurveyed/Urban,20,River Thames,970.0,Gravesham,0.35240315714928216,51.44148913589225,DA11 9,DA11
PO1 4PA,464688,101140,Unsurveyed/Urban,10,Unknown,2330.0,Portsmouth,-1.0833252316322144,50.806212772217194,PO1 4,PO1
BR7 5WX,540421,169620,Unsurveyed/Urban,70,Ravens Bourne,860.0,Bromley,0.0175771277946659,51.40822573546142,BR7 5,BR7
CT18 8FE,618159,141340,Luvisols,160,Nail Bourne,5830.0,Folkestone and Hythe,1.1165838370193073,51.129769054370996,CT18 8,CT18
CR4 1PU,530209,168058,Unsurveyed/Urban,40,Unknown,2610.0,Merton,-0.1297359141905524,51.396622883749075,CR4 1,CR4
PO21 5SP,491553,99312,Unsurveyed/Urban,10,Aldingbourne Rife,2680.0,Arun,-0.7026051327523029,50.786161491356495,PO21 5,PO21
BH4 8DX,406968,91193,Unsurveyed/Urban,40,The Bourne,920.0,"Bournemouth, Christchurch and Poole",-1.9026578189372358,50.72032203298694,BH4 8,BH4
RH12 4BL,518673,132147,Unsurveyed/Urban,70,Channells Brook,980.0,Horsham,-0.3073615240940165,51.076385911592574,RH12 4,RH12
TN35 4NT,582441,114722,Luvisols,20,Marsham Sewer,40.0,Rother,0.5933355840203517,50.9031452510407,TN35 4,TN35
TW7 7TF,517054,177215,Unsurveyed/Urban,10,Unknown,960.0,Hounslow,-0.31571166369209164,51.48178708181503,TW7 7,TW7
PO16 9PY,461864,105409,Unsurveyed/Urban,10,Heavy Reach,2700.0,Fareham,-1.1226789958867838,50.84490517866907,PO16 9,PO16
DA12 5QX,565657,172320,Unsurveyed/Urban,40,River Thames,2260.0,Gravesham,0.3813688921960295,51.42567847625771,DA12 5,DA12
SW4 0EG,529284,175556,Unsurveyed/Urban,20,River Thames,3170.0,Lambeth,-0.14029040050933328,51.46421753934105,SW4 0,SW4
TN27 9SF,583693,144228,Planosols,20,River Sherway,1920.0,Maidstone,0.6260687440008051,51.16779461753615,TN27 9,TN27
EX1 9NH,292656,92951,Unsurveyed/Urban,40,River Exe,1320.0,Exeter,-3.5222030378461326,50.72623160735895,EX1 9,EX1
RH17 5AU,528822,124304,Planosols,70,Rout Gill,890.0,Mid Sussex,-0.1653510845032674,51.00371004190864,RH17 5,RH17
GU25 4LJ,499278,169203,Planosols,50,The Bourne,970.0,Runnymede,-0.5738539092023253,51.41316517440692,GU25 4,GU25
BS1 3QN,359133,173927,Unsurveyed/Urban,20,River Frome,400.0,"Bristol, City of",-2.589651511632573,51.46283049052765,BS1 3,BS1
RG3 4QU,466473,173205,Unsurveyed/Urban,100,Unknown,2410.0,Reading,-1.044725010752432,51.45393323587848,RG3 4,RG3
TW1 1WQ,515984,173661,Unsurveyed/Urban,10,River Crane,1450.0,Richmond upon Thames,-0.3322784771812603,51.4500649920979,TW1 1,TW1
OX9 6JS,462100,194800,Stagnosols,60,Unknown,1240.0,South Oxfordshire,-1.1038461612882455,51.64857418422245,OX9 6,OX9
SE11 5TP,531174,177640,Unsurveyed/Urban,10,River Thames,2530.0,Lambeth,-0.11232581010933894,51.48251118639209,SE11 5,SE11
ME7 5BX,576414,168515,Unsurveyed/Urban,50,Tower Reach,1770.0,Medway,0.534045587758055,51.38825548028761,ME7 5,ME7
TW10 5HR,520677,173237,Podsols,30,River Thames,450.0,Richmond upon Thames,-0.2649191437848915,51.44527462755257,TW10 5,TW10
BN3 3AB,529377,104721,Unsurveyed/Urban,20,River Adur,5890.0,Brighton and Hove,-0.1643836620939984,50.82757886870911,BN3 3,BN3
BH8 9AJ,411172,92947,Unsurveyed/Urban,30,Unknown,2220.0,"Bournemouth, Christchurch and Poole",-1.8430524779795,50.73603030765386,BH8 9,BH8
KT23 3AL,512640,154513,Unsurveyed/Urban,60,River Mole,1270.0,Mole Valley,-0.386440454980711,51.27863540902698,KT23 3,KT23
TN25 7JN,601982,135924,Planosols,40,East Stour River,1570.0,Ashford,0.8826764077642063,51.08705898354809,TN25 7,TN25
PO2 8EW,464202,102192,Unsurveyed/Urban,10,Unknown,1320.0,Portsmouth,-1.0900378279623821,50.81572568771978,PO2 8,PO2
KT11 1ND,508390,157996,Gleysols,40,River Mole,1210.0,Guildford,-0.44629274565841714,51.310765829169874,KT11 1,KT11
BA14 0UP,385764,156098,Planosols,40,River Biss,810.0,Wiltshire,-2.2055961384233087,51.30382141739513,BA14 0,BA14
BS37 6XG,371746,181188,Unsurveyed/Urban,100,River Frome,1480.0,South Gloucestershire,-2.4086834796126793,51.52888868436414,BS37 6,BS37
ME20 6UX,570563,161424,Unsurveyed/Urban,10,River Medway,630.0,Tonbridge and Malling,0.44664105576113694,51.32634098469999,ME20 6,ME20
TN37 7HD,580355,112023,Unsurveyed/Urban,70,Hollington Stream,280.0,Hastings,0.5623686607321191,50.879553917216626,TN37 7,TN37
RG3 5EY,465514,172700,Unsurveyed/Urban,100,Unknown,1120.0,West Berkshire,-1.0586180864842456,51.449504714284906,RG3 5,RG3
BS31 9EB,365400,168626,Unsurveyed/Urban,30,River Chew,700.0,Bath and North East Somerset,-2.4989253324838203,51.4155871714668,BS31 9,BS31
HA6 1AT,510034,191242,Unsurveyed/Urban,80,Unknown,1450.0,Hillingdon,-0.41238104821861254,51.60926882259821,HA6 1,HA6
TR13 8QR,166147,27625,Unsurveyed/Urban,60,River Cober,1710.0,Cornwall,-5.271571596720724,50.10257270448113,TR13 8,TR13
RH1 3NG,529701,153214,Unsurveyed/Urban,100,Unknown,1330.0,Reigate and Banstead,-0.14243290167239078,51.263336361489884,RH1 3,RH1
ME18 5BB,570387,154726,Luvisols,100,River Medway,1640.0,Maidstone,0.4409229103085793,51.26622153081715,ME18 5,ME18
KT3 9HX,521468,168157,Unsurveyed/Urban,20,Hogsmill River,2000.0,Kingston upon Thames,-0.2552823093935837,51.39944966759145,KT3 9,KT3
BS23 4BL,331957,160041,Unsurveyed/Urban,10,Uphill Great Rhyne,1510.0,North Somerset,-2.9781201163342716,51.335370930186514,BS23 4,BS23
PO36 0QB,458481,85523,Cambisols,10,River Yar,480.0,Isle of Wight,-1.1738770476658758,50.66644790019453,PO36 0,PO36
BN25 1TU,548832,99413,Unsurveyed/Urban,20,Cuckmere River,2910.0,Lewes,0.10951554513019296,50.77520861731157,BN25 1,BN25
EX23 8ZR,220829,106605,Cambisols,20,River Neet,490.0,Cornwall,-4.545640789520877,50.83117761197456,EX23 8,EX23
SO18 2BL,444851,114344,Unsurveyed/Urban,60,River Itchen,1030.0,Southampton,-1.3632116970567163,50.926813223587025,SO18 2,SO18
BS15 9SU,365218,172719,Unsurveyed/Urban,100,River Avon,2250.0,South Gloucestershire,-2.5019456769300352,51.45237706030142,BS15 9,BS15
TQ9 6NN,282874,61085,Cambisols,50,Unknown,790.0,South Hams,-3.6506861297343387,50.43789256420851,TQ9 6,TQ9
SW9 9UG,531032,175655,Unsurveyed/Urban,20,River Thames,3730.0,Lambeth,-0.11510503730464904,51.464705603575034,SW9 9,SW9
BN20 9SH,557828,103240,Unsurveyed/Urban,30,Wannock Mill Stream,750.0,Wealden,0.2386473333941512,50.807220740860835,BN20 9,BN20
RH19 4DE,539175,137142,Unsurveyed/Urban,90,Coombe Brook,270.0,Mid Sussex,-0.012953400096083392,51.11667282555116,RH19 4,RH19
TR15 1RQ,171260,43276,Histosols,140,Red River,2760.0,Cornwall,-5.209601628038814,50.245101394984225,TR15 1,TR15
BA1 2PY,374443,165546,Unsurveyed/Urban,50,River Avon,1060.0,Bath and North East Somerset,-2.368670721963568,51.38837521124265,BA1 2,BA1
CT20 1JS,622954,136209,Unsurveyed/Urban,10,Pent Stream,160.0,Folkestone and Hythe,1.1818353509777724,51.08185706723368,CT20 1,CT20
BN1 4YF,531040,104624,Unsurveyed/Urban,30,River Adur,7560.0,Brighton and Hove,-0.14081904804802858,50.8263333636325,BN1 4,BN1
RG12 2DH,486840,169827,Unsurveyed/Urban,70,The Cut,1330.0,Bracknell Forest,-0.7525006066399995,51.42081356868233,RG12 2,RG12
BN2 5AA,533165,103711,Unsurveyed/Urban,40,Unknown,9400.0,Brighton and Hove,-0.11099614007679366,50.81764323062317,BN2 5,BN2
UB8 9GX,505008,183131,Unsurveyed/Urban,30,River Colne,1320.0,Hillingdon,-0.48735604914214653,51.537324206823236,UB8 9,UB8
BN16 9JH,505092,103376,Luvisols,10,Ferring Rife,360.0,Arun,-0.5094450750638966,50.82040147019693,BN16 9,BN16
BA14 8EA,385765,158077,Unsurveyed/Urban,40,River Biss,520.0,Wiltshire,-2.205661434203931,51.32161600615024,BA14 8,BA14
BR5 2SW,545995,169367,Unsurveyed/Urban,70,Unknown,1190.0,Bromley,0.09755919863356644,51.404546076427216,BR5 2,BR5
ME5 0BJ,576989,166020,Unsurveyed/Urban,60,Tower Reach,3610.0,Medway,0.5410589839888612,51.36566450532334,ME5 0,ME5
RG13 1TW,446496,167856,Unsurveyed/Urban,90,River Lambourn,580.0,West Berkshire,-1.3329049665493837,51.40782972644794,RG13 1,RG13
