postcode,easting,northing,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority,riskLabel,medianPrice,historicallyFlooded
BA11 4DL,376521,146254,Cambisols,110,,1020.0,Mendip,1,343600.0,0
BA11 4DP,376604,147707,Arenosols,120,,1010.0,Mendip,1,315600.0,0
BA11 4DR,376892,147119,Unsurveyed/Urban,110,River Frome,1970.0,Mendip,1,333100.0,0
BA11 4DS,376651,146536,Cambisols,110,,930.0,Mendip,1,450600.0,0
BA11 4DZ,376997,147140,Unsurveyed/Urban,110,River Frome,1900.0,Mendip,1,167700.0,0
BA11 4EF,377068,147253,Unsurveyed/Urban,110,River Frome,1760.0,Mendip,1,362100.0,0
BA11 4EJ,377041,147363,Unsurveyed/Urban,110,River Frome,1680.0,Mendip,1,136500.0,0
BA11 4ER,376703,147488,Cambisols,120,,970.0,Mendip,1,380500.0,0
BA11 4FJ,377336,147316,Unsurveyed/Urban,100,River Frome,1590.0,Mendip,1,522900.0,0
BA11 4HE,376730,147266,Arenosols,110,,910.0,Mendip,2,330600.0,0
BA11 4HH,376580,147528,Cambisols,120,,880.0,Mendip,1,137100.0,0
BA11 4HJ,376794,147683,Unsurveyed/Urban,120,River Frome,1580.0,Mendip,1,351200.0,0
BA11 4HQ,376602,147469,Cambisols,120,,870.0,Mendip,1,245000.0,0
BA11 4JA,376893,148019,Unsurveyed/Urban,120,River Frome,1280.0,Mendip,1,364400.0,0
BA11 4JJ,376827,147704,Unsurveyed/Urban,120,River Frome,1540.0,Mendip,1,318400.0,0
BA11 4JN,376908,147617,Unsurveyed/Urban,120,River Frome,1550.0,Mendip,1,378200.0,0
BA11 4JQ,376874,147875,Unsurveyed/Urban,120,River Frome,1390.0,Mendip,1,361400.0,0
BA11 4JU,376949,147356,Unsurveyed/Urban,110,River Frome,1730.0,Mendip,1,355700.0,0
BA11 4JX,376941,147427,Unsurveyed/Urban,110,River Frome,1680.0,Mendip,1,334700.0,0
BA11 4JY,376882,147533,Unsurveyed/Urban,120,River Frome,1630.0,Mendip,2,322000.0,0
BA11 4LA,377051,147963,Unsurveyed/Urban,110,River Frome,1200.0,Mendip,1,430600.0,0
BA11 4LF,376725,147876,Unsurveyed/Urban,120,River Frome,1500.0,Mendip,1,483500.0,0
BA11 4NF,373688,145110,Arenosols,130,,990.0,Mendip,1,234700.0,0
BA11 4NH,373641,145658,Leptosols,110,Nunney Brook,560.0,Mendip,6,350600.0,0
BA11 4NT,374868,145179,Cambisols,130,Marston Brook,770.0,Mendip,1,335300.0,0
BA11 4NX,373793,144694,Cambisols,140,,930.0,Mendip,1,230600.0,0
BA11 4NY,373844,144813,Cambisols,140,,1000.0,Mendip,1,328300.0,0
BA11 4PB,376860,147880,Unsurveyed/Urban,120,River Frome,1390.0,Mendip,1,333000.0,0
BA11 4PJ,372435,142795,Stagnosols,130,,110.0,Mendip,1,335500.0,0
BA11 4PL,371638,143156,Cambisols,140,,390.0,Mendip,1,323100.0,0
BA11 4PW,370355,143898,Leptosols,170,,1590.0,Mendip,1,357100.0,0
BA11 4PY,372813,145003,Leptosols,120,,470.0,Mendip,3,360100.0,0
BA11 4YB,377200,146700,Planosols,100,River Frome,1200.0,Mendip,1,363400.0,0
BA11 5AE,377751,146900,Cambisols,100,River Frome,770.0,Mendip,1,213500.0,0
BA11 5AG,377984,146977,Cambisols,100,River Frome,530.0,Mendip,1,329700.0,0
BA11 5AH,377903,147017,Cambisols,90,River Frome,580.0,Mendip,1,358900.0,0
BA11 5AQ,378067,147027,Cambisols,90,River Frome,430.0,Mendip,1,400000.0,0
BA11 5AR,378068,146885,Cambisols,100,River Frome,520.0,Mendip,1,348800.0,0
BA11 5AS,378768,147920,Stagnosols,70,River Frome,1240.0,Mendip,3,268600.0,0
BA11 5AT,377809,146925,Cambisols,100,River Frome,710.0,Mendip,1,367200.0,0
BA11 5AY,377778,147053,Arenosols,90,River Frome,690.0,Mendip,1,380300.0,0
BA11 5BD,377501,146583,Cambisols,100,River Frome,950.0,Mendip,1,391500.0,0
BA11 5BQ,377218,146374,Cambisols,100,River Frome,930.0,Mendip,1,334100.0,0
BA11 5BZ,375907,143643,Stagnosols,80,,160.0,Mendip,1,389800.0,0
BA11 5DB,375340,145238,Cambisols,130,Marston Brook,670.0,Mendip,1,347700.0,0
BA11 5DG,374986,143746,Stagnosols,90,,140.0,Mendip,1,372100.0,0
BA11 5DH,375083,145136,Cambisols,130,Marston Brook,630.0,Mendip,1,397600.0,0
BA11 5DL,374579,144348,Cambisols,110,Marston Brook,790.0,Mendip,1,331800.0,0
BA11 5DW,374891,143102,Stagnosols,110,,580.0,Mendip,1,396200.0,0
BA11 5EL,378230,145625,Stagnosols,90,River Frome,380.0,Mendip,1,358000.0,0
BA11 5ES,377597,142454,Planosols,90,,580.0,Mendip,1,363200.0,0
BA11 5EY,377991,140226,Cambisols,190,,620.0,Mendip,1,395100.0,0
BA11 5FB,378827,147298,Planosols,70,Rodden Brook,540.0,Mendip,1,383100.0,0
BA11 5FE,378832,147179,Planosols,70,River Frome,410.0,Mendip,1,268800.0,0
BA11 5FF,378689,147208,Planosols,80,River Frome,260.0,Mendip,1,351700.0,0
BA11 5FH,378557,147051,Planosols,80,River Frome,240.0,Mendip,1,411900.0,0
BA11 5FJ,378854,147018,Planosols,70,River Frome,490.0,Mendip,1,357000.0,0
BA11 5FL,378782,146956,Planosols,70,River Frome,460.0,Mendip,1,298900.0,0
BA11 5FN,378707,147007,Planosols,80,River Frome,370.0,Mendip,1,401200.0,0
BA11 5FQ,378834,146956,Planosols,70,River Frome,510.0,Mendip,1,302100.0,0
BA11 5HB,376023,141974,Stagnosols,90,,310.0,Mendip,5,379800.0,0
BA11 5HD,374372,141744,Cambisols,120,River Frome,810.0,Mendip,1,357300.0,0
BA11 5HJ,374913,139808,Stagnosols,110,,240.0,Mendip,5,374600.0,0
BA11 5HL,375416,138669,Stagnosols,120,,1040.0,Mendip,1,385500.0,0
BA11 5JD,380297,148919,Planosols,90,,1220.0,Mendip,1,339200.0,0
BA11 5JT,379204,148060,Stagnosols,80,Rodden Brook,560.0,Mendip,1,397100.0,0
BA11 5JW,378995,147769,Stagnosols,80,Rodden Brook,420.0,Mendip,1,358500.0,0
BA11 5LF,379671,147100,Planosols,90,Rodden Brook,540.0,Mendip,1,330600.0,0
BA11 5LG,379439,143937,Cambisols,130,,680.0,Mendip,2,355800.0,0
BA11 5LL,379351,145825,Planosols,80,,330.0,Mendip,1,331400.0,0
BA11 5LU,379132,144696,Stagnosols,100,,1010.0,Mendip,1,353300.0,0
BA11 5LY,379214,144584,Stagnosols,100,,940.0,Mendip,1,369800.0,0
BA11 5NA,378777,146085,Cambisols,70,,330.0,Mendip,1,587900.0,0
BA11 5YB,377565,145789,Planosols,70,River Frome,300.0,Mendip,1,332700.0,0
BA11 5YJ,378000,146300,Cambisols,80,River Frome,620.0,Mendip,1,344700.0,0
BA11 6AR,380541,151714,Cambisols,80,River Frome,1410.0,Mendip,1,602100.0,0
BA11 6AS,379931,151956,Luvisols,80,River Frome,750.0,Mendip,3,559900.0,0
BA11 6AZ,381167,152707,Leptosols,80,River Frome,1810.0,Mendip,1,587100.0,0
BA11 6NA,380315,153884,Leptosols,50,River Frome,440.0,Mendip,1,632100.0,0
BA11 6NT,380375,153819,Leptosols,60,River Frome,510.0,Mendip,1,546600.0,0
BA11 6PG,379939,153584,Leptosols,60,River Frome,400.0,Mendip,1,558500.0,0
BA11 6PL,380542,154206,Stagnosols,60,River Frome,690.0,Mendip,1,529100.0,0
BA11 6PN,380595,153814,Stagnosols,60,River Frome,730.0,Mendip,1,529200.0,0
BA11 6PX,380360,153887,Leptosols,50,River Frome,480.0,Mendip,1,645300.0,0
BA11 6QG,381145,153729,Planosols,60,River Frome,1280.0,Mendip,1,576700.0,0
BA11 6QJ,381371,154889,Stagnosols,50,,410.0,Mendip,1,841800.0,0
BA11 6SA,380297,151826,Luvisols,80,River Frome,1140.0,Mendip,2,636100.0,0
BA11 6SB,380324,151959,Luvisols,80,River Frome,1130.0,Mendip,2,528800.0,0
BA11 6SG,379519,153440,Cambisols,50,River Frome,650.0,Mendip,3,634500.0,0
BA11 6SL,380069,152073,Luvisols,80,River Frome,850.0,Mendip,1,9100.0,0
BA11 6SR,380198,151978,Luvisols,80,River Frome,1000.0,Mendip,2,534200.0,0
BA11 6SS,380226,152014,Luvisols,80,River Frome,1020.0,Mendip,1,396500.0,0
BA11 6SX,380195,151895,Luvisols,70,River Frome,1020.0,Mendip,1,278100.0,0
BA11 6TN,381145,151195,Cambisols,90,,1120.0,Mendip,1,644600.0,0
BA11 6TR,380397,151867,Luvisols,80,River Frome,1220.0,Mendip,1,253800.0,0
BA12 0AB,387596,145538,Unsurveyed/Urban,120,The Were,590.0,Wiltshire,2,206000.0,0
BA12 0AE,386776,147946,Cambisols,130,,1260.0,Wiltshire,1,478100.0,0
BA12 0AF,392796,142557,Cambisols,100,River Wylye,1320.0,Wiltshire,3,459200.0,0
BA12 0AH,386567,147649,Cambisols,130,,890.0,Wiltshire,1,375800.0,0
BA12 0AL,387138,146567,Leptosols,120,,320.0,Wiltshire,1,422300.0,0
BA12 0AQ,386397,147815,Cambisols,130,,930.0,Wiltshire,1,573500.0,0
BA12 0AR,387773,145606,Leptosols,130,The Were,690.0,Wiltshire,1,245100.0,0
BA12 0AS,388445,145811,Cambisols,130,The Were,1230.0,Wiltshire,1,439000.0,0
BA12 0BA,387655,145626,Leptosols,120,The Were,690.0,Wiltshire,1,288400.0,0
BA12 0BD,388014,145457,Leptosols,140,The Were,680.0,Wiltshire,1,563900.0,0
BA12 0BG,387888,145365,Unsurveyed/Urban,130,The Were,530.0,Wiltshire,1,182800.0,0
BA12 0BH,387630,145616,Leptosols,120,The Were,670.0,Wiltshire,1,473000.0,0
BA12 0BJ,387268,145903,Leptosols,120,The Were,1010.0,Wiltshire,1,447900.0,0
BA12 0BN,388089,145240,Unsurveyed/Urban,130,The Were,600.0,Wiltshire,1,468100.0,0
BA12 0BP,388465,145540,Unsurveyed/Urban,140,The Were,1070.0,Wiltshire,1,411200.0,0
BA12 0BQ,387670,145549,Unsurveyed/Urban,120,The Were,610.0,Wiltshire,1,440900.0,0
BA12 0BR,388218,145384,Unsurveyed/Urban,130,The Were,780.0,Wiltshire,1,459100.0,0
BA12 0BU,388215,145345,Unsurveyed/Urban,130,The Were,760.0,Wiltshire,1,413100.0,0
BA12 0BW,388154,145276,Unsurveyed/Urban,130,The Were,670.0,Wiltshire,1,467500.0,0
BA12 0BX,388209,145478,Arenosols,150,The Were,830.0,Wiltshire,1,438300.0,0
BA12 0BY,388705,145625,Unsurveyed/Urban,130,The Were,1320.0,Wiltshire,2,469000.0,0
BA12 0DA,388309,145454,Arenosols,140,The Were,900.0,Wiltshire,1,416600.0,0
BA12 0DH,387840,145362,Unsurveyed/Urban,130,The Were,500.0,Wiltshire,1,409200.0,0
BA12 0DJ,388969,145923,Cambisols,120,The Were,1710.0,Wiltshire,1,438200.0,0
BA12 0DR,386285,147745,Cambisols,130,,820.0,Wiltshire,1,471300.0,0
BA12 0DT,396598,140113,Cambisols,90,Chitterne Brook,560.0,Wiltshire,1,436500.0,0
BA12 0DX,387120,146086,Leptosols,120,,360.0,Wiltshire,3,642100.0,0
BA12 0DY,389034,145837,Unsurveyed/Urban,120,The Were,1710.0,Wiltshire,1,417100.0,0
BA12 0EB,392512,142611,Cambisols,100,River Wylye,1030.0,Wiltshire,1,463900.0,0
BA12 0EE,392626,142532,Cambisols,100,River Wylye,1160.0,Wiltshire,3,435700.0,0
BA12 0EF,392522,142493,Cambisols,100,River Wylye,1070.0,Wiltshire,3,459600.0,0
BA12 0EN,390879,144337,Leptosols,130,River Wylye,1330.0,Wiltshire,1,407800.0,0
BA12 0EY,392236,142679,Cambisols,100,River Wylye,750.0,Wiltshire,1,406300.0,0
BA12 0FD,399030,141433,Leptosols,160,Chitterne Brook,2270.0,Wiltshire,1,425800.0,0
BA12 0HA,392400,142678,Cambisols,100,River Wylye,910.0,Wiltshire,1,572400.0,0
BA12 0HE,393185,142340,Cambisols,90,River Wylye,400.0,Wiltshire,5,446200.0,0
BA12 0HF,393125,142174,Cambisols,90,River Wylye,290.0,Wiltshire,6,474300.0,0
BA12 0HH,396079,139998,Cambisols,90,River Wylye,680.0,Wiltshire,1,397500.0,0
BA12 0HJ,392773,142505,Cambisols,100,River Wylye,1310.0,Wiltshire,4,425800.0,0
BA12 0JE,387648,145038,Unsurveyed/Urban,120,The Were,120.0,Wiltshire,2,427900.0,0
BA12 0JP,394363,141132,Leptosols,90,River Wylye,340.0,Wiltshire,5,691500.0,0
BA12 0JX,395648,140005,Cambisols,90,River Wylye,340.0,Wiltshire,1,453900.0,0
BA12 0LG,399180,144135,Cambisols,100,Chitterne Brook,4460.0,Wiltshire,5,474300.0,0
BA12 0LH,398823,143840,Cambisols,100,Chitterne Brook,4040.0,Wiltshire,3,706500.0,0
BA12 0LW,399295,143877,Cambisols,100,Chitterne Brook,4290.0,Wiltshire,3,455200.0,0
BA12 0LZ,397675,141677,Arenosols,90,Chitterne Brook,1600.0,Wiltshire,1,443600.0,0
BA12 0NA,397247,139673,Cambisols,80,Chitterne Brook,500.0,Wiltshire,6,435300.0,0
BA12 0ND,397045,139744,Cambisols,80,Chitterne Brook,430.0,Wiltshire,4,405100.0,0
BA12 0NG,396584,139925,Cambisols,90,Chitterne Brook,620.0,Wiltshire,1,108300.0,0
BA12 0NH,396354,139998,Cambisols,90,River Wylye,940.0,Wiltshire,1,322400.0,0
BA12 0NJ,396183,140133,Cambisols,90,River Wylye,830.0,Wiltshire,1,462800.0,0
BA12 0NL,395975,140305,Leptosols,100,River Wylye,780.0,Wiltshire,1,457800.0,0
BA12 0NQ,396609,139942,Cambisols,90,Chitterne Brook,590.0,Wiltshire,1,455500.0,0
BA12 0NR,396743,140394,Cambisols,90,Chitterne Brook,470.0,Wiltshire,1,312600.0,0
BA12 0NS,396361,140213,Cambisols,90,River Wylye,1030.0,Wiltshire,1,464400.0,0
BA12 0NU,396687,139997,Cambisols,90,Chitterne Brook,500.0,Wiltshire,1,453000.0,0
BA12 0PB,397434,139527,Cambisols,80,Chitterne Brook,700.0,Wiltshire,5,392000.0,0
BA12 0PD,397292,139389,Gleysols,80,River Wylye,340.0,Wiltshire,6,396800.0,0
BA12 0PG,397447,139833,Cambisols,80,Chitterne Brook,440.0,Wiltshire,3,401100.0,0
BA12 0PY,399701,138796,Leptosols,100,River Wylye,240.0,Wiltshire,1,461700.0,0
BA12 0PZ,400053,138514,Leptosols,80,,340.0,Wiltshire,1,436100.0,0
BA12 0QN,400752,137719,Cambisols,80,River Wylye,510.0,Wiltshire,3,417300.0,0
BA12 0QS,400765,137624,Cambisols,80,River Wylye,330.0,Wiltshire,1,407300.0,0
BA12 0QX,400962,137582,Cambisols,80,River Wylye,240.0,Wiltshire,1,452600.0,0
BA12 0RL,400780,137422,Cambisols,90,River Wylye,470.0,Wiltshire,2,424400.0,0
BA12 0RN,400717,137690,Cambisols,80,River Wylye,510.0,Wiltshire,3,389400.0,0
BA12 0RS,401409,137396,Gleysols,70,,310.0,Wiltshire,1,438500.0,0
BA12 0RT,400990,137442,Cambisols,80,River Wylye,380.0,Wiltshire,1,279900.0,0
BA12 0RU,400963,137477,Cambisols,80,River Wylye,350.0,Wiltshire,1,426600.0,0
BA12 0SE,398168,138279,Cambisols,80,,560.0,Wiltshire,4,409100.0,0
BA12 0SH,398017,138233,Cambisols,80,,570.0,Wiltshire,3,449600.0,0
BA12 0SN,395993,139114,Cambisols,90,,60.0,Wiltshire,1,721200.0,0
BA12 0ST,394294,139988,Gleysols,90,River Wylye,490.0,Wiltshire,1,433700.0,0
BA12 0SW,396312,138967,Cambisols,90,,320.0,Wiltshire,1,469900.0,0
BA12 0TA,398026,138292,Cambisols,80,,520.0,Wiltshire,3,449000.0,0
BA12 0YE,392876,142850,Cambisols,110,River Wylye,1380.0,Wiltshire,1,455400.0,0
BA12 6AA,384491,130295,Stagnosols,100,,260.0,Wiltshire,1,285400.0,0
BA12 6AB,383754,130664,Stagnosols,120,,770.0,Wiltshire,1,290900.0,0
BA12 6AF,385710,132259,Stagnosols,140,,1400.0,Wiltshire,1,318400.0,0
BA12 6AJ,384391,132262,Stagnosols,130,,830.0,Wiltshire,1,313000.0,0
BA12 6AT,383013,134748,Leptosols,220,Shreen Water,4310.0,Wiltshire,1,330600.0,0
BA12 6BA,382794,130708,Stagnosols,100,Shreen Water,1640.0,Wiltshire,1,176800.0,0
BA12 6BE,381973,131768,Cambisols,100,Shreen Water,1220.0,Wiltshire,1,314000.0,0
BA12 6BJ,382261,130334,Stagnosols,100,Shreen Water,1220.0,Wiltshire,1,346100.0,0
BA12 6BL,382775,130765,Stagnosols,100,Shreen Water,1610.0,Wiltshire,1,296800.0,0
BA12 6BT,381653,131487,Stagnosols,90,Shreen Water,790.0,Wiltshire,1,296200.0,0
BA12 6BY,381553,131278,Stagnosols,90,Shreen Water,570.0,Wiltshire,1,428500.0,0
BA12 6BZ,381603,131751,Stagnosols,90,Shreen Water,990.0,Wiltshire,1,250700.0,0
BA12 6DD,381354,132331,Unsurveyed/Urban,110,Shreen Water,1480.0,Wiltshire,1,311100.0,0
BA12 6DN,381357,132257,Unsurveyed/Urban,110,Shreen Water,1410.0,Wiltshire,1,330600.0,0
BA12 6DP,381231,132396,Unsurveyed/Urban,110,Shreen Water,1540.0,Wiltshire,1,290600.0,0
BA12 6DQ,381619,132152,Unsurveyed/Urban,100,Shreen Water,1370.0,Wiltshire,3,291200.0,0
BA12 6DS,381152,132297,Unsurveyed/Urban,110,Shreen Water,1440.0,Wiltshire,1,311000.0,0
BA12 6DU,381510,132320,Unsurveyed/Urban,100,Shreen Water,1500.0,Wiltshire,3,331000.0,0
BA12 6DW,381338,132370,Unsurveyed/Urban,110,Shreen Water,1520.0,Wiltshire,1,292900.0,0
BA12 6EE,381506,132639,Unsurveyed/Urban,100,Shreen Water,1810.0,Wiltshire,5,204700.0,0
BA12 6EJ,381380,132759,Unsurveyed/Urban,100,Shreen Water,1910.0,Wiltshire,5,321200.0,0
BA12 6EL,381697,132244,Unsurveyed/Urban,100,Shreen Water,1480.0,Wiltshire,3,186100.0,0
BA12 6EN,381684,132346,Arenosols,100,Shreen Water,1570.0,Wiltshire,7,337900.0,0
BA12 6EU,381579,132519,Unsurveyed/Urban,100,Shreen Water,1710.0,Wiltshire,3,300400.0,0
BA12 6EZ,381641,132579,Unsurveyed/Urban,100,Shreen Water,1780.0,Wiltshire,3,344000.0,0
BA12 6FA,381696,131660,Stagnosols,90,Shreen Water,960.0,Wiltshire,1,342700.0,0
BA12 6FF,381704,131606,Stagnosols,90,Shreen Water,920.0,Wiltshire,1,245800.0,0
BA12 6FG,381728,131888,Leptosols,90,Shreen Water,1170.0,Wiltshire,1,310700.0,0
BA12 6FL,381740,131597,Stagnosols,90,Shreen Water,940.0,Wiltshire,1,297000.0,0
BA12 6HD,381501,132533,Unsurveyed/Urban,100,Shreen Water,1710.0,Wiltshire,5,328600.0,0
BA12 6HE,381346,132402,Unsurveyed/Urban,110,Shreen Water,1550.0,Wiltshire,1,475500.0,0
BA12 6HF,381482,132430,Unsurveyed/Urban,100,Shreen Water,1600.0,Wiltshire,3,347300.0,0
BA12 6HG,381286,132738,Unsurveyed/Urban,110,Shreen Water,1880.0,Wiltshire,3,326800.0,0
BA12 6HJ,381292,132483,Unsurveyed/Urban,110,Shreen Water,1630.0,Wiltshire,1,294000.0,0
BA12 6HP,381403,132580,Unsurveyed/Urban,100,Shreen Water,1740.0,Wiltshire,3,303400.0,0
BA12 6HQ,381280,132707,Unsurveyed/Urban,110,Shreen Water,1850.0,Wiltshire,3,336200.0,0
BA12 6HS,381222,132654,Unsurveyed/Urban,120,Shreen Water,1800.0,Wiltshire,3,344900.0,0
BA12 6JD,381182,132473,Unsurveyed/Urban,110,Shreen Water,1610.0,Wiltshire,1,329400.0,0
BA12 6JW,380671,132297,Luvisols,110,Shreen Water,1520.0,Wiltshire,1,298200.0,0
BA12 6LB,380474,132271,Luvisols,110,Shreen Water,1570.0,Wiltshire,2,345500.0,0
BA12 6LF,379905,131712,Stagnosols,110,,670.0,Wiltshire,1,312400.0,0
BA12 6LL,378717,132070,Luvisols,140,,1390.0,Wiltshire,1,308900.0,0
BA12 6LS,380503,132384,Cambisols,120,Shreen Water,1660.0,Wiltshire,1,356700.0,0
BA12 6LT,380615,132423,Leptosols,120,Shreen Water,1660.0,Wiltshire,1,346800.0,0
BA12 6LU,380646,132458,Leptosols,130,Shreen Water,1680.0,Wiltshire,1,327700.0,0
BA12 6NA,378096,131568,Luvisols,140,River Stour,860.0,Wiltshire,1,320100.0,0
BA12 6ND,378116,131401,Luvisols,130,River Stour,730.0,Wiltshire,1,297500.0,0
BA12 6NE,377995,131267,Luvisols,140,River Stour,550.0,Wiltshire,1,304100.0,0
BA12 6NL,378138,131798,Luvisols,140,River Stour,1080.0,Wiltshire,1,311000.0,0
BA12 6NQ,377982,131614,Luvisols,140,River Stour,850.0,Wiltshire,1,290100.0,0
BA12 6PE,377150,131974,Cambisols,130,River Stour,280.0,Wiltshire,1,337000.0,0
BA12 6PJ,377933,131744,Luvisols,150,River Stour,920.0,Wiltshire,1,259100.0,0
BA12 6PZ,377002,132951,Cambisols,150,,280.0,Wiltshire,1,334300.0,0
BA12 6QD,377605,134017,Cambisols,170,New Lake,1230.0,Wiltshire,1,336100.0,0
BA12 6QE,377584,133998,Cambisols,160,New Lake,1200.0,Wiltshire,1,312400.0,0
BA12 6QL,377749,134911,Luvisols,200,,1620.0,Wiltshire,2,334200.0,0
BA12 6QP,378152,134466,Luvisols,190,,1820.0,Wiltshire,1,332600.0,0
BA12 6QQ,379055,134257,Cambisols,170,Shreen Water,4000.0,Wiltshire,1,345000.0,0
BA12 6QU,376888,136941,Luvisols,230,,1840.0,Wiltshire,1,308900.0,0
BA12 6QX,377196,135994,Luvisols,210,,2120.0,Wiltshire,1,331100.0,0
BA12 6QY,377309,135638,Luvisols,210,,1850.0,Wiltshire,1,643100.0,0
BA12 6RB,377361,136694,Luvisols,220,,2310.0,Wiltshire,1,305300.0,0
BA12 6RD,377204,136537,Luvisols,220,,2160.0,Wiltshire,1,306100.0,0
BA12 6SA,380709,132457,Leptosols,120,Shreen Water,1660.0,Wiltshire,1,296100.0,0
BA12 6YB,376220,135770,Luvisols,210,,1380.0,Wiltshire,1,286900.0,0
BA12 6YH,380710,132458,Leptosols,120,Shreen Water,1660.0,Wiltshire,1,310100.0,0
BA12 7AH,390383,141263,Leptosols,120,River Wylye,1900.0,Wiltshire,1,503800.0,0
BA12 7AJ,389573,140174,Leptosols,190,,2980.0,Wiltshire,1,465600.0,0
BA12 7AN,390343,141559,Cambisols,100,River Wylye,1690.0,Wiltshire,1,433700.0,0
BA12 7BA,391180,142869,Cambisols,100,River Wylye,330.0,Wiltshire,6,478500.0,0
BA12 7BW,389368,142631,Cambisols,130,River Wylye,1180.0,Wiltshire,1,450900.0,0
BA12 7DA,386427,141885,Cambisols,130,River Wylye,1340.0,Wiltshire,1,463100.0,0
BA12 7DE,385040,140472,Cambisols,140,River Wylye,1640.0,Wiltshire,1,483300.0,0
BA12 7DG,386755,140863,Gleysols,120,River Wylye,310.0,Wiltshire,1,423200.0,0
BA12 7DN,387171,141087,Cambisols,120,River Wylye,720.0,Wiltshire,1,480200.0,0
BA12 7DP,387486,141337,Cambisols,130,River Wylye,1120.0,Wiltshire,1,472100.0,0
BA12 7DR,387256,141014,Cambisols,120,River Wylye,730.0,Wiltshire,1,450500.0,0
BA12 7DY,389208,139116,Leptosols,210,River Wylye,2920.0,Wiltshire,1,428800.0,0
BA12 7DZ,387087,140514,Cambisols,120,River Wylye,420.0,Wiltshire,3,502900.0,0
BA12 7ED,386946,140681,Gleysols,120,River Wylye,300.0,Wiltshire,6,396300.0,0
BA12 7EE,386944,140599,Gleysols,120,River Wylye,270.0,Wiltshire,3,495700.0,0
BA12 7EF,386899,140523,Gleysols,120,River Wylye,230.0,Wiltshire,4,471800.0,0
BA12 7EG,386670,140272,Cambisols,120,River Wylye,290.0,Wiltshire,1,444700.0,0
BA12 7EP,383626,143472,Luvisols,210,,960.0,Wiltshire,1,428900.0,0
BA12 7ER,382169,145406,Cambisols,130,,560.0,Wiltshire,1,480800.0,0
BA12 7EU,385587,137643,Stagnosols,130,River Wylye,970.0,Wiltshire,5,442200.0,0
BA12 7HA,385070,137307,Cambisols,130,River Wylye,500.0,Wiltshire,1,488100.0,0
BA12 7HB,384793,137100,Cambisols,130,River Wylye,460.0,Wiltshire,1,442500.0,0
BA12 7HF,384171,137035,Cambisols,130,River Wylye,670.0,Wiltshire,5,1532500.0,0
BA12 7HJ,381841,138467,Luvisols,160,River Wylye,2940.0,Wiltshire,1,428000.0,0
BA12 7HQ,384635,136812,Leptosols,140,River Wylye,710.0,Wiltshire,1,447700.0,0
BA12 7HR,378997,136420,Luvisols,180,,3540.0,Wiltshire,1,420300.0,0
BA12 7HU,377826,137304,Luvisols,220,,3070.0,Wiltshire,1,439500.0,0
BA12 7HX,377569,137606,Luvisols,230,,2860.0,Wiltshire,1,457500.0,0
BA12 7JB,379906,140361,Luvisols,140,,120.0,Wiltshire,1,420100.0,0
BA12 7JE,380059,138996,Luvisols,200,,1390.0,Wiltshire,1,478300.0,0
BA12 7JF,380058,139038,Cambisols,200,,1350.0,Wiltshire,1,484800.0,0
BA12 7JG,380229,139093,Luvisols,200,,1310.0,Wiltshire,1,365200.0,0
BA12 7JH,381139,139717,Luvisols,200,,1310.0,Wiltshire,1,451600.0,0
BA12 7JR,379997,139046,Cambisols,200,,1340.0,Wiltshire,1,499400.0,0
BA12 7JU,386711,145022,Unsurveyed/Urban,120,The Were,860.0,Wiltshire,2,419200.0,0
BA12 7JY,385991,143473,Luvisols,170,,1200.0,Wiltshire,1,460100.0,0
BA12 7LE,382388,141168,Cambisols,170,,1560.0,Wiltshire,1,506900.0,0
BA12 7LQ,382168,141780,Cambisols,180,,990.0,Wiltshire,1,492100.0,0
BA12 7LS,381123,141550,Cambisols,170,,790.0,Wiltshire,1,470700.0,0
BA12 7LW,381814,141370,Cambisols,150,,1060.0,Wiltshire,1,441000.0,0
BA12 7LX,381431,140698,Cambisols,160,,1450.0,Wiltshire,1,1254400.0,0
BA12 7LY,380969,141679,Cambisols,160,,730.0,Wiltshire,1,478400.0,0
BA12 7NJ,381170,144007,Cambisols,130,,510.0,Wiltshire,1,484600.0,0
BA12 7NN,380918,142988,Arenosols,110,,220.0,Wiltshire,1,464400.0,0
BA12 7NQ,380755,142707,Cambisols,120,,550.0,Wiltshire,1,455300.0,0
BA12 7NS,381088,145061,Cambisols,100,,600.0,Wiltshire,1,431600.0,0
BA12 7NX,381874,145514,Cambisols,140,,430.0,Wiltshire,1,497100.0,0
BA12 7NZ,381878,144272,Cambisols,160,,880.0,Wiltshire,1,430100.0,0
BA12 7PA,381706,146126,Cambisols,110,,1000.0,Wiltshire,1,422400.0,0
BA12 7PD,382028,145935,Cambisols,120,,880.0,Wiltshire,1,448100.0,0
BA12 7PF,381304,145836,Cambisols,130,,800.0,Wiltshire,1,494400.0,0
BA12 7PG,381176,145660,Cambisols,130,,730.0,Wiltshire,1,501500.0,0
BA12 7PH,381248,145733,Cambisols,130,,740.0,Wiltshire,1,435400.0,0
BA12 7PL,381931,145483,Cambisols,140,,430.0,Wiltshire,1,465800.0,0
BA12 7PN,382134,145502,Cambisols,140,,590.0,Wiltshire,1,393700.0,0
BA12 7PR,381969,145398,Cambisols,140,,390.0,Wiltshire,1,465600.0,0
